,Review,Category,Drug,category_id
314,"After 2 days I was so sick and dizzy and my head / ears were
 was buzzing like crazy",Adverse,Carbamazepine,1
315,"I had non stop vomiting, ringing in my ears and severe indescribable dizziness",Adverse,Carbamazepine,1
316,I ended up going to the ER,Ineffective,Carbamazepine,2
317,"I love how it makes me feel and it's very hard for me to get angry BUT, it interferes with the methadone",Effective,Carbamazepine,0
318,At first nothing except feeling drunk for the first 4-5 days,Effective,Carbamazepine,0
319,"Withdrawal symptoms, increased pain, restlessness, insomnia, fatigue and nausea",Adverse,Carbamazepine,1
320,"""Had no energy and a lot of side effects listed",Adverse,Carbamazepine,1
321,My neurologist tarted taking me off this medicine,Ineffective,Carbamazepine,2
322,"I think on its own, the carbamazepine worked ok, but I found myself still depressed",Ineffective,Carbamazepine,2
323,"No more rage or bursts of anger, but zombie like",Effective,Carbamazepine,0
324,"As soon as my doctor introduced the antidepressant into my regimen, I feel wonderful!!! I take 600 MG a day total of the carbamazepine XR",Effective,Carbamazepine,0
325,"My morbid thoughts have stopped, suicidal tendency went away almost completely",Effective,Carbamazepine,0
326,My moods are elevated and stable now,Effective,Carbamazepine,0
327,I am able to enjoy life now,Effective,Carbamazepine,0
328,Thank goodness I did and thank goodness for Tegretol! After being on it for only 2 days I am experiencing almost total relief! TN was the most painful experience of my life,Effective,Carbamazepine,0
329,"The only down side to the medicine so far has been some light-headedness, which I am hoping will diminish or go away completely",Effective,Carbamazepine,0
330,"""First time when I took Tegretol, it worked immediately and the pain went away",Effective,Carbamazepine,0
331,The pain comes and go every year and the most importantly the pain was not bad last 4 years that I did not even take Tegretol,Ineffective,Carbamazepine,2
332,This time the pain is unbearable so I'm on Tegretol,Effective,Carbamazepine,0
333,Even with the medication still feel the shock once in awhile,Adverse,Carbamazepine,1
334,Definately feels better with Tegretol,Effective,Carbamazepine,0
335,"The side effects, for me, sleepiness, weight gain, excitement with no reason",Adverse,Carbamazepine,1
336,"""Tegretol gave me my life back - gave me freedom from tremors and seizures",Effective,Carbamazepine,0
337,"""Tegretol has slowed the rapid cycling I was experiencing with bipolar",Effective,Carbamazepine,0
338,I have noticed improved mood,Effective,Carbamazepine,0
339,"I currently take a large dose, so I experience side effects",Adverse,Carbamazepine,1
340,"I would recommend anyone who is considering Tegretol for Bipolar to have a backup for depressed mood, as I don't feel it's effective for extreme low mood, mainly for bipolar mania",Ineffective,Carbamazepine,2
341,"""This is the only medcine I am allergic to",Ineffective,Carbamazepine,2
342,Extreme itching! I couldn't stop taking it too fast,Effective,Carbamazepine,0
343,"""I only took this 1 1/2 days because I had a severe bad reaction physically, but the second evening I was on it I felt so calm, peaceful, and happy, that I didn't even want to fall asleep knowing it would be gone in the morning",Effective,Carbamazepine,0
344,I would've given it a 10 if not the physical reaction,Ineffective,Carbamazepine,2
345,I really recommend trying this mood stabilizer for anyone with bipolar and it works in just a couple of days,Effective,Carbamazepine,0
346,"I've taken this medication for only four days following a bipolar II re-diagnosis, but despite this, I feel much better than I had on Prozac",Effective,Carbamazepine,0
347,"My combination of irritability, depression, lack of motivation, and suicidal/homicidal ideation (in the form of intrusive mental images) has vanished, and I find it much easier to talk to people and look them in the eye again",Effective,Carbamazepine,0
348,"I'm taking 200mg tablets twice a day and initially noticed mild dizziness, headache, and sleepiness, but these quickly vanished",Effective,Carbamazepine,0
349,"The only persistent symptoms have been hardly perceptible ringing in the ears and lowering in the pitch at which I hear sounds, esp",Adverse,Carbamazepine,1
350,Now on Name brand and still transitioning from Aptiom which was not effective in controlling symptoms,Ineffective,Carbamazepine,2
351,"""After being on this medication for seven years I am still having break through seizures",Ineffective,Carbamazepine,2
352,I have now developed lucopenia as I did with Depakote,Adverse,Carbamazepine,1
353,Now I have to go through the trial and error of finding a new medication,Ineffective,Carbamazepine,2
354,"""I have been using Tegretol for over five years and I think it is the best medicine for the manic side of bipolar",Effective,Carbamazepine,0
355,I don't notice any side effects and have not gained weight while using Tegretol,Effective,Carbamazepine,0
356,"""I've been on this medication for almost 8 years now, and could not imagine going off of it",Effective,Carbamazepine,0
357,"My mood swings became less volatile and it gives me a ""buffer period"" between actions and my reactions so that I am able to think about what is happening and react in an appropriate way",Effective,Carbamazepine,0
358,Weight gain and sexual side effects have not been a problem for me with this medication either,Effective,Carbamazepine,0
359,"""As far as the depression goes, it works",Effective,Carbamazepine,0
360,"But at the same time, I'm so sleepy all the time",Adverse,Carbamazepine,1
361,I go from them making me sleepy to knocking me out,Adverse,Carbamazepine,1
362,"They have affected my mind, from making my memory worse to making me feel out of it",Adverse,Carbamazepine,1
363,The drug so far has made me eerily calm and it's almost like I'm high all the time,Effective,Carbamazepine,0
364,So far so good,Effective,Carbamazepine,0
365,It has calmed my mania down since I am rapid cycling,Effective,Carbamazepine,0
366,Also my short term memory hard been affected,Adverse,Carbamazepine,1
367,"""I was initially put on Tegretol only to have it stop working after about 3 weeks",Ineffective,Carbamazepine,2
368,"""I have only been on Epitol for a few days but so far so good",Effective,Carbamazepine,0
369,"I have clear thoughts, no wants to destroy people who do simple stupid things, no impulsive decisions, nerve pain is controlled and overall I just feel good",Effective,Carbamazepine,0
370,"""So far Tegretol has helped my nerve pain in my feet significantly",Effective,Carbamazepine,0
371,No side effects,Effective,Carbamazepine,0
372,"These are the only medications that seem to work for me, I've been considered controlled, I drive, the best thing that happen to me",Effective,Carbamazepine,0
373,She was on this drug for two months and it did not have any affect on her pain,Ineffective,Carbamazepine,2
374,"It did almost kill her so BE VERY CAREFUL if you take this drug and have side effects such as low energy, drop in blood pressure, dizzy spells, etc",Adverse,Carbamazepine,1
375,This can be a dangerous drug - in our case it depleted sodium levels and my wife almost went into a coma,Adverse,Carbamazepine,1
376,It is her third day in the hospital after having to call 911 when she collapsed - she is slowly recovering,Effective,Carbamazepine,0
377,"""I have been on Tegretol for about 7 years which has been good with manageable attacks I between, it took 2 years before I was diagnosed in which time I had the fillings on the right side of my face replaced 3 times looking for the cause!
 I have now been in an attack for the last 3 an half weeks and at last have some relief , am now having double my dose 800mgs but still have a slight electric shock feeling and my top and bottom jaw ache slightly, I am getting a referral at a London hospital to check my teeth , just to make sure they are ok, but it is just like when I was first diagnosed",Effective,Carbamazepine,0
378,"""After a week, started having anxiety attacks, which was disappointing because it was relieving the pain in my face",Adverse,Carbamazepine,1
379,It seems to 'dull my brain' however,Adverse,Carbamazepine,1
380,"""This was the best medication I have ever had",Effective,Carbamazepine,0
381,I only trouble I have had was at one time the Doctor tried to up me to 2 night and 2 in the morning and it caused terrible vertigo like feeling,Adverse,Carbamazepine,1
382,I couldn't even stand up,Adverse,Carbamazepine,1
383,Overal I would say it's a great medication,Effective,Carbamazepine,0
384,Tegretol has saved my life! I am so thankful my doc put me on these tablets 200mg three times a day and I'm happily seizure free,Effective,Carbamazepine,0
385,My mood would vary greatly throughout this time period,Adverse,Carbamazepine,1
386,I was self medicate until one night I tried to drive myself off of a bridge with my car full of people,Adverse,Carbamazepine,1
387,They put me on Tegretol XR and I began to be able to actually sleep a whole night and think normally,Effective,Carbamazepine,0
388,It took a couple of days to fully work,Effective,Carbamazepine,0
389,Every since then the pain went completely away,Effective,Carbamazepine,0
390,Side effects for me are feeling sleepy and dizzy all the time,Adverse,Carbamazepine,1
391,I was experiencing machine-gun type tinnitus accompanied by vertigo for about 15 seconds at 45 second intervals,Adverse,Carbamazepine,1
392,I started on 100 mg twice as day; I felt improvement within 12 hours,Effective,Carbamazepine,0
393,"After one week my symptoms returned and my doctor increased the dose to three, then four times a day",Ineffective,Carbamazepine,2
394,"It has greatly reduced the tinnitus and vertigo, though I still get it if I lean over or lie down on that side",Effective,Carbamazepine,0
395,"I experienced severe drowsiness and occasional dizziness the first few days, and after 6 weeks am still sleeping about 2 hours more than usual",Adverse,Carbamazepine,1
396,"The doctor prescribed me the Tegretol medication, I had been taken it for less than two months and was diagnosed with an Allergic reaction, Swollen Throat, Facial edema and itchy skin",Adverse,Carbamazepine,1
