Review,Category,Drug
"""I have been on Dilantin for 20 yrs it has helped me from having seizure when I remembered to take it but the past 5 years I have taken it everyday like I'm suppose to I take 300mg everyday in the morning at the same time",Effective,Phenytoin
There has been one time that I had a seizure while taking my medicine everyday it happen at night and I only know this because I woke my wife up in the middle of it,Other,Phenytoin
I do have problems remembering things that happened not even five minutes ago but its not all the time,Adverse,Phenytoin
I have the swollen gums and problems talking (Saying the wrong word at the end of a sentence),Adverse,Phenytoin
I have experienced dizzy spells but only if I took too much (Taking my meds and forgetting about taken it) Better safe than sorry,Adverse,Phenytoin
"""I have been on dilantion and phenobarbitone both taken at night",Other,Phenytoin
I haven't had any gramdmals in two years,Other,Phenytoin
I've notice some type of rash on my side that doesn't seem to ever go away and feel a lot more stress and some weight gain but with the two mixed together it works great,Effective,Phenytoin
I sleep well and have a lot of energy,Effective,Phenytoin
Been on Dilantin for 47 years,Other,Phenytoin
"It has attacked not only my gums, but my entire digestive system, heart and I have a very hard time getting over 89lbs",Adverse,Phenytoin
Was recently hospitalized for the above and saw a specialist who said that I will have to start taking something else,Adverse,Phenytoin
"I am in fear of having a grand mall seizure, but also in fear of dieing if I keep taking it",Other,Phenytoin
What should I do,Other,Phenytoin
I have taken Dilantin for just on 30 years I have just had major gum surgery as my gums had become very infected and had over growen the teeth,Adverse,Phenytoin
I want to know if taking the medication has had anything to do with tinnitus,Other,Phenytoin
my doctor accidentally prescribed me 300mg extended release 3 times a day when he meant 100mg 3 times a day to start,Other,Phenytoin
the pharmacy gave me 3 full bottles of Phenytek and I took 900mg for 4 days and got dilantin toxicity overdose and it was that easy to ruin my life,Adverse,Phenytoin
I haven't slept in a week and the long term damage was done by the 2nd day,Adverse,Phenytoin
my legs are killing me and are restless,Adverse,Phenytoin
the pains are non stop,Adverse,Phenytoin
my headache is never getting better,Ineffective,Phenytoin
I'm on my 5th 10mg Ambien to try to fall asleep desperately and I'm wide awake,Other,Phenytoin
Walgreens is at fault because NY State Law requires counseling on any new meds and I wasn't asked anything about it,Other,Phenytoin
taken as prescribed,Other,Phenytoin
too easy to do major life changing damage,Adverse,Phenytoin
stay away,Other,Phenytoin
I took this med during my pregnancy and had no problems like warned,Effective,Phenytoin
shes now a healthy college student,Other,Phenytoin
so much worry for nothing,Other,Phenytoin
You need to have blood work done to keep a check on your liver,Other,Phenytoin
(It can be very hard on your liver,Adverse,Phenytoin
") I had to have my dose lowered, it got to the point that I was staggering when I walked and memory problems",Adverse,Phenytoin
I've been taking Dilantin for 14 years now because I have Epilepsy (grand mal) it does control my Siezures exceptionally well,Effective,Phenytoin
but I'm not so thrilled with the side effects,Effective,Phenytoin
"I get headaches,tiredness,insomnia,irritability at times,gum issues,feeling sluggish at times as well as forgetful among Others",Effective,Phenytoin
But even though I have all that to deal with I would not change it for anything,Other,Phenytoin
my neurologist tried putting me on a different medication & I had a seizure the next day I would much rather deal with the side effects of it than have Siezures let me tell you I don't want to do that,Other,Phenytoin
So if your taking Dilantin & it's working don't mess with it to see if something else will work better it's not worth it! Always be aware of how you feel while on it,Effective,Phenytoin
Be careful & try to live life as normally as you can,Other,Phenytoin
If you want get mad that you've got,Other,Phenytoin
I did but I also used it as an opportunity to educate newly diagnosed or scared people,Other,Phenytoin
Also people who don't have a clue what it is or how to help,Other,Phenytoin
Ive been on Dilantin 400mg/at nite for 41 years and it has been great,Effective,Phenytoin
Seizures I have had could usually be related to my negligence ie,Other,Phenytoin
", no sleep, my period, poor diet",Adverse,Phenytoin
No gum/teeth problems,Effective,Phenytoin
"However, Doc says I have Osteoporosis and its time to change meds to Tegretol",Other,Phenytoin
Im concerned my mind will get fuzzy,Other,Phenytoin
Or i'll get fat,Other,Phenytoin
I'd stay on Dilantin if I could but its too dangerous with Osteoporousis,Adverse,Phenytoin
Have used this drug effectively for 20 years,Other,Phenytoin
I forgot,Other,Phenytoin
My private neurologist also recommended that I do NOT take generic Dilantin because of an increased possibility of seizures,Other,Phenytoin
My VA neurologist and the VA agreed that I would continue to receive brand name dilantin because it is a cheap and effective drug anyway The only side effect I've really noticed is that it does affect your teeth and gums and therefore I go to the dentist three times a year instead of twice a year for cleaning and exams It is a great drug and I use it in combination with generic Keppra and haven't had a seizure since July 2004,Effective,Phenytoin
Do I try to change to anOther drug that MIGHT not have the side effects I have now,Other,Phenytoin
or,Other,Phenytoin
stay on a drug that I KNOW can take care of my szrs,Other,Phenytoin
What to do,Other,Phenytoin
what to do,Other,Phenytoin
I have been on dilantin for 45 years now,Other,Phenytoin
Dilantin has handled my szrs,Effective,Phenytoin
"I was told dilantin can eat at bone so I had a scan done and to my surprise I have full blown osteoporosis!! (couldn't be from taking dilantin for years with NO ONE saying ANYTHING until now, AFTER the damage was done!)I have taken good care of my teeth and gums and still lost some",Adverse,Phenytoin
I take calcium with vit,Other,Phenytoin
D for that,Other,Phenytoin
I have to take my a,Other,Phenytoin
"dose of dilantin before work, calcium after work, p",Other,Phenytoin
dilantin dose an hour or so after that,Other,Phenytoin
"Plus,I have to take something for headaches during the day",Other,Phenytoin
SO,Other,Phenytoin
I am taking pills all day,Other,Phenytoin
Is it really worth it to switch to a med,Other,Phenytoin
that might not have the side effects or stay with the dilantin that I know works on my szrs and that my body is used to,Effective,Phenytoin
"If you have a situation like mine, please leave a review",Other,Phenytoin
My daily dose consists of 4x100 mg capsuls 2 in am and 2 in pm,Other,Phenytoin
These have been taken 42 years with no side effects,Effective,Phenytoin
"I have all my teeth, no swelling of gums and no bleeding",Effective,Phenytoin
I also am on heart and cholesterol medication,Other,Phenytoin
I feel fine but have always lived with daily fear that a seiezure could take place,Other,Phenytoin
but 42 years is a long time,Other,Phenytoin
Only one has occured because I did not take it for three days and had not eaten that particular day,Other,Phenytoin
To me I give it 5-star,Effective,Phenytoin
I was diagnosed with epilepsy at the age of 10,Other,Phenytoin
I was put on Dilantin 3 times a day,Other,Phenytoin
I am now 61 years old,Other,Phenytoin
If I take the Dilantin and never miss a dose I never have a seizure,Effective,Phenytoin
I finally learned to take my medication and haven't had a seizure since I was a teenager,Effective,Phenytoin
"I still take 3 dilantin a day, but I take all three at once now",Other,Phenytoin
Phenytoin My metabolism is faster then normal so I had to adjust my dosage upwards as directed by my doctor,Other,Phenytoin
"The side effects are several: gingivitis, macrocytosis, possible low sperm count, osteoporosis",Adverse,Phenytoin
memory loss I cannot remember much about the side affects of Phenytoin as it was such along time ago,Adverse,Phenytoin
However i have recently had an MRI and have been told i have cerebral degeneration due to Phenytoin exposure,Adverse,Phenytoin
"Quite a shock to the system , but i would like to know more",Other,Phenytoin
"Dilantin, been around a long time I had left temporal lobe surgery back in August of 2006",Other,Phenytoin
"When they took me off of all my previous meds, before the surgery, they put me BACK on dilantin",Other,Phenytoin
"The reason being is the side effects, for me, are more tolerable than some of the Other meds out there",Effective,Phenytoin
